"","name","price","type","effect","volume","SPF","PA","skin_type","character","brand","sell"
"165","세타덤 하이 프로텍션 드라이 터치 선크림","4,070","크림형","피부보호","50ml(g)","SPF50+","PA+++",NA,"자외선차단, 보습",NA,"2"
"166","그리니프 선 세이프 크림","7,300","크림형","수분공급, 피부보호, 백탁현상방지","50ml(g)","SPF41","PA++","모든피부용","자외선차단"," 그리니프","17"
"167","엔프라니 데일리 선 블록","3,250","크림형","피부보호","70ml(g)","SPF50+","PA+++","모든피부용","자외선차단","엔프라니","11"
"168","정관장 동인비 모이스처 선크림","30,750","크림형",NA,"50ml(g)","SPF35","PA++",NA,"자외선차단"," 정관장","4"
"169","슈티컬스 티피 썬크림","65,000","크림형","피부보호","50ml(g)","SPF45","PA+++",NA,"자외선차단, 보습",NA,"3"
"170","SNP UV 퍼펙트 톤업 선 쿠션","12,910","쿠션형","수분공급, 피부보호","12ml(g)","SPF50+","PA++++",NA,"자외선차단","SNP","48"
"171","라끄베르 엔조이 션샤인 데일리 선블럭","3,230","크림형","피부진정","50ml(g)","SPF50+","PA+++","모든피부용","자외선차단"," 라끄베르","7"
"172","시에로코스메틱 데일리 라이트 선 블록","13,560","크림형","수분공급, 피부진정","50ml(g)","SPF45","PA+++",NA,"자외선차단"," 시에로코스메틱","42"
"173","이니스프리 데일리 UV 프로텍션 크림 노 세범","6,000","튜브형","피부보호, 피부진정","50ml(g)","35","PA+++",NA,"자외선차단","이니스프리","147"
"174","한율 순수 선크림","9,790","튜브형",NA,"50ml(g)","30","PA++","민감성","자외선차단","한율","187"
"175","에뛰드하우스 순정 진정 방어 선크림","8,410","크림형","피부진정","50ml(g)","SPF49","PA++",NA,"자외선차단"," 에뛰드하우스","9"
"176","슈얼리 나노 3D 선 프로텍션","27,900","튜브형","수분공급, 피부활력","50ml(g)","50","PA+++",NA,"자외선차단","슈얼리","13"
"177","드끌레오 아로마 선 엑스퍼트","38,990","크림형",NA,"50ml(g)","SPF50+","PA+++","모든피부용","자외선차단"," 드끌레오","13"
"178","유니베라 W389 크리스탈 화이트 멀티 프로텍티브 선크림","55,230","크림형","피부보호","40ml(g)","SPF50","PA+++",NA,"자외선차단"," 유니베라","9"
"179","어퓨 퓨어 블록 내추럴 워터프루프 선크림","3,850","크림형","피부보호, 피지조절","50ml(g)","50","PA+++",NA,"워터프루프, 자외선차단, 저자극, 발림성"," 어퓨","37"
"180","이니스프리 슈퍼푸드 블루베리 리밸런싱 워터리 선크림","8,360","크림형","수분공급, 백탁현상방지","40ml(g)","SPF37","PA+++",NA,"자외선차단","이니스프리","9"
"181","키엘 울트라 라이트 데일리 UV 디펜스","23,200","크림형","수분공급, 피부보호","30ml(g)","50","PA++++","모든피부용","자외선차단, 저자극, 흡수력, 지속력, 주름개선","키엘","14"
"182","피지오더미 더마피아 카모밀라 선프로텍션 크림","24,230","크림형","피부진정","40ml(g)","SPF50+","PA+++","모든피부용","자외선차단"," 피지오더미","12"
"183","케어존 데일리 앤 패밀리 선케어 크림","9,250","크림형","피부보호, 백탁현상방지","80ml(g)","50","PA+++","민감성","워터프루프, 자외선차단, 저자극, 레포츠용","케어존","107"
"184","렛미스킨 더블 라이트 톤 업 선쿠션","28,900",NA,NA,"15ml(g)","SPF50+","PA++++",NA,"자외선차단","렛미스킨","2"
"185","더페이스샵 내추럴 선 에코 아이스 에어 퍼프 선","8,880",NA,"수분공급, 피부보호, 피부진정, 피부탄력, 화이트닝","100ml(g)","50","PA+++","모든피부용","자외선차단, 보습, 주름개선","더페이스샵","130"
"186","에르쯔틴 에이카밍 선수트 선크림","31,590","크림형","수분공급","50ml(g)","SPF50+","PA+++",NA,"자외선차단","에르쯔틴","29"
"187","더페이스샵 내추럴 선 에코 투명 선 스틱 심슨 에디션 13.5g","6,690","스틱형","백탁현상방지","13.5ml(g)","SPF50+","PA+++",NA,"자외선차단"," 더페이스샵","25"
"188","네슈라 오뜨리 블록&블록 화이트닝 선 크림","5,470","크림형","백탁현상방지","80ml(g)","SPF45","PA+++",NA,"자외선차단","네슈라","39"
"189","헤라 선 메이트 UV 마일드","20,520","튜브형","피부보호, 피지조절","50ml(g)","35","PA++",NA,"자외선차단, 저자극, 밀착력","헤라","267"
"190","더페이스샵 내추럴 선 에코 슈퍼 퍼펙트 선크림","4,630","튜브형","피부보호","50ml(g)","50","PA+++",NA,"자외선차단","더페이스샵","67"
"191","더마필리아 하이드로 선크림","14,000","크림형","피부보호, 피부진정","50ml(g)","SPF50+","PA++++","모든피부용","자외선차단, 보습, 주름개선","더마필리아","6"
"192","랑콤 UV 엑스퍼트 유스 쉴드 아쿠아 젤 ","41,900","젤형","수분공급, 피부보호","50ml(g)","50","PA++++",NA,"자외선차단","랑콤","66"
"193","1300K 블루라이트 방어 UV 차단제","24,334","크림형",NA,"40ml(g)","SPF50+","PA++++",NA,"자외선차단"," 1300K","1"
"194","반코르 포어 쉴드 선크림","13,300","크림형","피부보호","50ml(g)","SPF28","PA++","모든피부용","자외선차단"," 반코르","2"
"195","더페이스샵 클린 페이스 오일 컨트롤 선크림","3,050","튜브형","수분공급, 피부보호","50ml(g)","35","PA++","모든피부용",NA,"더페이스샵","111"
"196","데이셀 닥터비타 비타민 선크림","7,460","튜브형","피부보호, 화이트닝, 백탁현상방지","50g","50","PA+++","모든피부용","자외선차단, 흡수력, 비타민 함유, 주름개선","데이셀","85"
"197","DHC 화이트 선스크린","14,500","튜브형","수분공급, 영양공급, 피부보호","30ml(g)","35","PA+++",NA,"자외선차단","DHC","28"
"198","에스트라 아토베리어 더마온 선크림","27,440","튜브형","수분공급, 피부보호","60ml(g)","30","PA++",NA,"자외선차단","에스트라","25"
"199","다보 화이트 선 블럭 크림","2,090","크림형","수분공급","70ml(g)","SPF50","PA+++","민감성","워터프루프, 자외선차단"," 다보","57"
"200","코스모몬스터 핑크 커버 선스크린","17,000","크림형",NA,"50ml(g)","SPF50+","PA+++",NA,"자외선차단, 주름개선"," 코스모몬스터","2"
"201","비오레 아쿠아 리치 워터 에센스 선크림","11,800",NA,"피부보호","50ml(g)","50","PA++++",NA,"자외선차단, 메이크업베이스 겸용","비오레","4"
"202","입생로랑 오 후즈 유브이 프로텍션","120,880","크림형",NA,"30ml(g)","SPF50","PA+++",NA,"자외선차단"," 입생로랑","10"
"203","비욘드 에코 데일리 디펜스 스킨톤 선 베이스","11,130","크림형",NA,"50ml(g)","SPF50+","PA+++",NA,"자외선차단, 저자극"," 비욘드","26"
"204","아벤느 오뜨 프로텍씨옹 크렘 미네랄","21,650","튜브형",NA,"50ml(g)","50","PA+","모든피부용, 민감성","자외선차단","아벤느","36"
"205","시세이도 퍼펙트 UV 프로텍터 파란자차","30,560",NA,"피부보호","50ml(g)","50","PA++++",NA,"워터프루프, 자외선차단, 발림성","시세이도","152"
"206","차앤박 닥터레이 오메가 선블록","30,370","크림형","백탁현상방지","60ml(g)","SPF50+","PA+++",NA,"자외선차단, 저자극","차앤박","3"
"207","홀리카홀리카 알로에 워터프루프 선 젤","10,470","크림형","피부보호, 피부진정","100ml(g)","SPF50+","PA++++","모든피부용","워터프루프, 자외선차단, 보습","홀리카홀리카","5"
"208","해피바스 퍼펙트 페이스 멀티 선","5,020","튜브형","수분공급, 화이트닝, 피지조절","50ml(g)","50","PA+++",NA,"자외선차단, 무동물성원료","해피바스","130"
"209","23yearsold 2MG 선더마 C","25,160","크림형",NA,"50ml(g)","SPF50+","PA++++",NA,"자외선차단","23yearsold","6"
"210","해피바스 퍼펙트 선크림","5,470","크림형","수분공급, 피부보호","175ml(g)","50","PA+++",NA,"워터프루프, 자외선차단, 저자극, 발림성","해피바스","105"
"211","로레알파리 UV 퍼펙트 롱래스팅 프로텍터","12,700",NA,"생기부여, 피부보호","30ml(g)","50","PA+++",NA,"자외선차단, 지속력, 메이크업베이스 겸용","로레알파리","11"
"212","가온도담 청순 무기자차 선쿠션","21,900",NA,NA,"12ml(g)","SPF35","PA+++",NA,"자외선차단","가온도담","3"
"213","랑콤 UV 엑스퍼트 유스 쉴드 밀키 브라이트 ","44,590","크림형","피부보호, 피부투명","50ml(g)","50","PA++++","모든피부용","자외선차단, 보습, 주름개선, 글리세린","랑콤","39"
"214","세타필 데이롱 선크림","21,330","크림형","피부진정","100ml(g)","SPF50+","PA++++","모든피부용","자외선차단, 보습"," 세타필","1"
"215","아이오페 UV 쉴드 선 센서티브 크림","15,800","튜브형","피부보호","60ml(g)","25","PA++","모든피부용","자외선차단, 저자극","아이오페","361"
"216","팜트리 데일리케어 패밀리선 UV 블럭","14,150","크림형","백탁현상방지","70ml(g)","SPF50+","PA+++","모든피부용","자외선차단"," 팜트리","9"
"217","리리코스 마린 더블 프로텍션 데일리","16,140","튜브형","수분공급, 피부보호, 피부톤보정, 피지조절","70ml(g)","35","PA++","모든피부용","자외선차단","리리코스","116"
"218","미애부 시그니처 선블록 프레쉬","32,100","크림형","수분공급, 피부진정","50ml(g)","SPF25","PA++",NA,"자외선차단","미애부","16"
"219","차앤박 센서티브 마일드 선블럭","18,800","크림형","피부보호, 피부진정","50ml(g)","SPF35","PA++",NA,"자외선차단","차앤박","3"
"220","MISSHA 올 어라운드 세이프 블록 벨벳 피니쉬 선 밀크 ","11,140","크림형","수분공급, 영양공급, 피부보호, 피부진정, 피부유연, 피부톤보정","70ml(g)","50","PA++++",NA,"워터프루프, 자외선차단, 지속력"," MISSHA","140"
"221","비쉬 아이디얼 솔레이 패밀리용 대용량 자외선 차단제","18,390","크림형","수분공급, 피부진정","300ml(g)","SPF50+",NA,"모든피부용","자외선차단"," 비쉬","12"
"222","프리메라 스킨 릴리프 워터프루프 선 블록 ","17,280",NA,"수분공급, 피부보호, 상쾌함","70ml(g)","50","PA+++","모든피부용","워터프루프, 자외선차단, 발림성, 쿨링감","프리메라","218"
"223","뉴트로지나 울트라 쉬어 드라이 터치 선 스크린","9,290","로션형",NA,"80ml(g)","50","PA+++","모든피부용","자외선차단","뉴트로지나","63"
"224","빌리프 UV 프로텍터 멀티 선스크린","14,680","크림형","피부진정","30ml(g)","50","PA+++","모든피부용","워터프루프, 자외선차단, 메이크업베이스 겸용","빌리프","35"
"225","록시땅 렌느 블랑쉬 일루미네이팅 UV 쉴드","42,480","크림형","피부보호","30ml(g)","SPF50+",NA,NA,"자외선차단"," 록시땅","61"
"226","클라뷰 레드 펄세이션 UV 프로텍션 씨티 디펜서","14,800","크림형","수분공급, 피부진정, 백탁현상방지","50ml(g)","SPF50+","PA+++",NA,"자외선차단, 주름개선"," 클라뷰","8"
"227","뉴트로지나 쿨 드라이 스포츠 선 스크린 브로드 스펙트럼 로션","11,480",NA,"피부보호","88ml(g)","50","PA+++",NA,"워터프루프, 자외선차단, 지속력, 레포츠용","뉴트로지나","52"
"228","샤넬 수블리 마지라 프로텍씨옹","141,340","크림형",NA,"30ml(g)","SPF50+","PA+++","모든피부용","자외선차단","샤넬","4"
"229","싸이닉 엔조이 퍼펙트 데일리 선 크림","9,910","크림형","수분공급, 윤기부여, 피부보호, 피부진정, 피지조절, 백탁현상방지","50ml(g)","50","PA+++","모든피부용","자외선차단, 저자극, 흡수력, 밀착력, 쿨링감","싸이닉","26"
"230","가온도담 청순 무기자차 선크림","21,000","펌프형",NA,"40ml(g)","SPF35","PA+++",NA,"자외선차단","가온도담","13"
"231","리엔케이 UV 디펜스 에센스 선크림","31,020","크림형","피부보호","50ml(g)","SPF50+","PA++++","모든피부용","자외선차단"," 리엔케이","30"
"232","몽디에스 선크림","23,000","크림형",NA,"50ml(g)","SPF35","PA+++",NA,"자외선차단"," 몽디에스","1"
"233","겔랑 블랑 드 펄 화이트 펄 UV 쉴드 롱 래스팅","68,070","크림형","피부보호","30ml(g)","SPF50+","PA+++",NA,"자외선차단","겔랑","19"
"234","에뛰드하우스 선 프라이즈 머스트 데일리","5,150","젤형","수분공급, 생기부여, 피부보호","50ml(g)","50+","PA+++","모든피부용","자외선차단, 비타민 함유","에뛰드하우스","109"
"235","자이모겐 어성초 발효 선 크림","18,500","크림형","피지조절","40ml(g)","27","PA++",NA,"자외선차단"," 자이모겐","15"
"236","오휘 피토 바이탈 마일드 선블록","26,550","크림형","피부보호","50ml(g)","SPF30","PA++",NA,"자외선차단","오휘","16"
"237","이니스프리 슈퍼푸드 오트 마일드 모이스처 선 크림","6,160","크림형",NA,"40ml(g)","SPF50+","PA+++",NA,"자외선차단","이니스프리","6"
"238","데일리 유브이 선크림","20,000","크림형","피부보호","50ml(g)","SPF50+","PA+++","모든피부용","자외선차단",NA,"1"
"239","포시즌 UV 워터리 에센스 선크림","7,800","크림형","수분공급, 피부보호","60ml(g)","SPF50+","PA+++",NA,"자외선차단"," 포시즌","3"
"240","입큰 포어 애플 선블록","6,200","튜브형","수분공급, 피부투명, 모공케어, 피지조절","70ml(g)","50","PA+++",NA,"자외선차단","입큰","169"
"241","메디큐브 레드 선 블록","20,090","크림형","피부진정","50ml(g)","SPF50+","PA++++","모든피부용","자외선차단","메디큐브","22"
"242","에바비바 썬 스키린","30,800","크림형",NA,"75ml(g)","SPF20",NA,NA,"자외선차단, 보습"," 에바비바","1"
"243","엘리자베스아덴 프리베이지 시티 스마트","42,750","크림형",NA,"40ml(g)","SPF50",NA,NA,"자외선차단","엘리자베스아덴","19"
"244","더페이스샵 내추럴선 에코 피지잡는 수분 선","11,860","튜브형","수분공급, 피지조절","100ml(g)","40","PA+++","지성","자외선차단","더페이스샵","73"
"245","베베가닉 선블럭","14,090","크림형",NA,"40ml(g)","SPF35","PA++",NA,"자외선차단"," 베베가닉","6"
"246","이니스프리 데일리 UV 프로텍션 크림 마일드","4,000","튜브형","수분공급, 피부보호, 피부진정","50ml(g)","35","PA++","모든피부용","자외선차단","이니스프리","141"
"247","이지듀 데일리 울트라 쉴드 선 크림","19,350","튜브형","피부보호","60ml(g)","50","PA+++",NA,"자외선차단, 파라벤 프리","이지듀","7"
"248","이니스프리 에코 세이프티 데일리 선블럭","4,970","크림형","수분공급, 피부보호","50ml(g)","35","PA++",NA,"자외선차단, 흡수력, 파라벤 프리, 무광물유, 무동물성원료, 무인공색소","이니스프리","23"
"249","토니모리 마이써니 뽀얀 선크림","6,760","크림형","피부보호, 피부톤보정, 피부투명","45ml(g)","35","PA+++","모든피부용","자외선차단, 지속력","토니모리","28"
"250","맥퀸뉴욕 UV 데일리 선크림","5,600","크림형","수분공급, 피부보호, 피부결정돈, 화이트닝, 백탁현상방지","50ml(g)","SPF50+","PA+++",NA,"자외선차단, 저자극, 보습, 주름개선"," 맥퀸뉴욕","15"
